Time,Latitude,Longitude,counts
1746066390.82,37.87079060509848,-122.2441791134729,53.5
1746066392.82,37.87079060509848,-122.2441791134729,56.0
1746066394.82,37.87079060509848,-122.2441791134729,49.0
1746066396.8,37.87079060509848,-122.2441791134729,49.0
1746066398.88,37.87079060509848,-122.2441791134729,54.5
1746066400.82,37.87079060509848,-122.2441791134729,51.0
1746066402.83,37.87079060509848,-122.2441791134729,54.0
1746066404.8,37.87079060509848,-122.2441791134729,54.0
1746066406.82,37.87079060509848,-122.2441791134729,58.0
1746066408.82,37.87079060509848,-122.2441791134729,65.0
1746066410.82,37.87079060509848,-122.2441791134729,67.0
1746066412.84,37.87079060509848,-122.2441791134729,54.0
1746066414.79,37.87079060509848,-122.2441791134729,54.0
1746066416.82,37.87079060509848,-122.2441791134729,57.0
1746066418.82,37.87079060509848,-122.2441791134729,56.5
1746066420.82,37.87079060509848,-122.2441791134729,56.0
1746066422.83,37.87079060509848,-122.2441791134729,60.5
1746066424.8,37.87079060509848,-122.2441791134729,60.5
1746066426.82,37.87079060509848,-122.2441791134729,61.0
1746066428.82,37.87079060509848,-122.2441791134729,53.5
1746066430.82,37.87079060509848,-122.2441791134729,52.5
1746066432.83,37.87079060509848,-122.2441791134729,52.0
1746066434.81,37.87079060509848,-122.2441791134729,52.0
1746066436.82,37.87079060509848,-122.2441791134729,47.0
1746066438.82,37.87079060509848,-122.2441791134729,49.0
1746066440.82,37.87079060509848,-122.2441791134729,53.5
1746066442.8,37.87079060509848,-122.2441791134729,53.5
1746066444.82,37.869740847000756,-122.2451013637865,59.5
1746066446.83,37.86974083050673,-122.24510138635289,55.5
1746066448.82,37.86973780073317,-122.24510466418886,54.0
1746066450.82,37.86972434079049,-122.24509886220783,47.0
1746066452.8,37.8697222370954,-122.2451015368664,47.0
1746066454.82,37.86972018778803,-122.24510425984259,53.0
1746066456.83,37.869718066315734,-122.24514870785818,53.0
1746066458.82,37.869718512854014,-122.24515051001445,62.5
1746066460.82,37.869718457028405,-122.24515202890177,59.5
